id,input,aspect,label
4102,be a huge cut of above the rest ,positive,huge
4107,the whole thing never existed ,negative,never
4113,a brilliant college student -- ,positive,brilliant
4114,for humor in so many teenage comedies ,positive,humor
4116,"first-rate , especially sorvino ",positive,first-rate
4118,feel sorry for mick jagger 's sex life ,negative,sorry
4121,be said to squander jennifer love hewitt ,negative,squander
4129,"hard to dismiss -- moody , thoughtful ",positive,thoughtful
4133,the peculiarly moral amorality of ( woo 's ) best work ,positive,moral
4139,with an eye on preserving a sense of mystery ,positive,preserving
4144,work the words `` radical '' or `` suck '' ,negative,suck
4147,a spirited film and a must-see ,positive,spirited
4148,is they have a tendency to slip into hokum . ,negative,hokum
4149,", luridly colored , uni-dimensional nonsense machine ",negative,nonsense
4151,is a remarkably original work ,positive,original
4152,'s appealingly manic and energetic ,positive,appealingly
4156,sympathizing with terrorist motivations ,negative,terrorist
4164,amounts to little more than punishment ,negative,punishment
4165,"the music makes a nice album , ",positive,nice
4166,like mike is a slight and uninventive movie ,negative,uninventive
4170,"sheridan had a wonderful account to work from , ",positive,wonderful
4172,to be swept away by the sheer beauty of his images ,positive,beauty
4173,sinks into by-the-numbers territory ,negative,sinks
4174,more enjoyable than i expected ,positive,enjoyable
4180,"manages , with terrific flair ",positive,terrific
4184,does n't have all the answers ,negative,n’t
4188,connection or identification frustratingly ,negative,frustratingly
4190,turned out to be a one-trick pony ,negative,pony
4196,... begins on a high note and sustains it beautifully . ,positive,beautifully
4197,then you 're in for a painful ride . ,negative,painful
4199,inspired '' was a lot funnier ,negative,funnier
4208,feels as if everyone making it lost their movie mojo ,negative,lost
4209,you do n't care who fires the winning shot ,negative,care
4211,better described as a ghost story gone badly awry . ,negative,badly
4213,", thoroughly winning flight of revisionist fancy . ",positive,winning
4214,"mind crappy movies as much as adults , ",negative,crappy
4218,"banal , virulently unpleasant excuse ",negative,unpleasant
4220,"are both superb , while huppert ... is magnificent . ",positive,magnificent
4225,the none-too-original premise ,negative,original
4228,leave us with a sense of wonder ,positive,wonder
4229,barney 's crushingly self-indulgent spectacle ,negative,crushingly
4233,dog soldiers does n't transcend genre ,negative,transcend
4235,the power-lunchers do n't care to understand ,negative,care
4236,performers who rarely work in movies now ,positive,performers
4261,they could have been in a more ambitious movie ,negative,ambitious
4264,was reading the minds of the audience . ,positive,reading
4269,"is first-rate , especially sorvino . ",positive,first-rate
4271,of the outstanding thrillers of recent years ,positive,outstanding
4274,with the best of herzog 's works ,positive,best
4276,"designed as a reverie about memory and regret , ",positive,reverie
4277,though it lacks the utter authority of a genre gem ,negative,lacks
4282,"incompetent , incoherent or just plain crap ",negative,crap
4283,play out realistically if not always fairly . ,positive,fairly
4293,a plot that crawls along at a snail 's pace ,negative,crawls
4295,the bottom tier of blaxploitation flicks ,negative,bottom
4296,its awkward structure and a final veering ,negative,awkward
4309,"the three leads produce adequate performances , ",positive,adequate
4313,historically significant work ,positive,significant
4318,this distinguished actor would stoop so low ,negative,stoop
4319,"this sloppy , made-for-movie comedy special ",negative,sloppy
4321,'s far from a groundbreaking endeavor ,negative,groundbreaking
4323,exhilarating new interpretation ,positive,exhilarating
4332,a film to which the adjective ` gentle ' applies ,positive,gentle
4333,overcome his personal obstacles and ,positive,overcome
4337,be smarter and more diabolical ,positive,smarter
4341,gets around to its real emotional business ,positive,emotional
4345,", hollywood is sordid and disgusting . ",negative,disgusting
4346,stuffing himself into an electric pencil sharpener ,negative,stuffing
4348,"a 90-minute , four-star movie ",positive,four-star
4355,obnoxious and didactic burlesque ,negative,obnoxious
4358,extraordinary debut from josh koury . ,positive,extraordinary
4359,it 's dark but has wonderfully funny moments ,positive,wonderfully
4362,empathy and pity fogging up the screen ... ,negative,pity
4364,to begrudge anyone for receiving whatever consolation ,negative,begrudge
4368,thoroughly enjoyed the love story ,positive,enjoyed
4371,the paper-thin characterizations ,negative,paper-thin
4375,the talents of his top-notch creative team ,positive,talents
4376,"laughably , irredeemably awful . ",negative,awful
4380,enjoyed most of mostly martha while i ne ,positive,enjoyed
4382,pile too many `` serious issues '' ,negative,issues
4383,take nothing seriously and enjoy the ride ,positive,enjoy
4384,is conversational bordering on confessional ,positive,confessional
4388,one big excuse to play one lewd scene after another ,negative,lewd
4390,"reverent , and subtly different ",positive,reverent
4391,the best-sustained ideas i have ever seen on the screen ,positive,best
4400,to add the magic that made it all work ,positive,magic
4401,is just too easy to be genuinely satisfying ,positive,satisfying
4402,an object lesson in period filmmaking ,positive,lesson
4409,is a career-defining revelation . ,positive,revelation
4411,witty dialog between realistic characters ,positive,witty
4420,baseball movies that try too hard to be mythic ,negative,hard
4422,"romantic , riveting and handsomely animated . ",positive,riveting
4423,by its own pretentious self-examination ,negative,pretentious
4427,a flawed but engrossing thriller ,positive,engrossing
4432,the remarkable ensemble cast brings them to life ,positive,remarkable
4435,marinated in clichés and mawkish dialogue . ,negative,mawkish
4438,"the irksome , tiresome nature of complacency ",negative,irksome
4444,"a classy , sprightly spin on film . ",positive,classy
4446,makes the grade as tawdry trash . ,negative,trash
4449,turns numbingly dull-witted and disquietingly creepy . ,negative,dull-witted
4452,"dazzling , remarkably unpretentious reminder ",positive,dazzling
4459,you 're likely to see all year . ,positive,likely
4461,a thoughtful what-if for the heart as well as the mind ,positive,thoughtful
4466,the only young people who possibly will enjoy it ,negative,enjoy
4470,nothing more or less than an outright bodice-ripper ,negative,outright
4471,recite some of this laughable dialogue ,negative,laughable
4472,mandy moore leaves a positive impression ,positive,positive
4479,in this elegant entertainment ,positive,elegant
4484,a vibrant and intoxicating fashion ,positive,vibrant
4488,that it 's almost worth seeing because it 's so bad ,negative,bad
4489,is as consistently engaging as it is revealing ,positive,engaging
4498,is a fascinating little tale . ,positive,fascinating
4499,"skip this dreck , rent animal house ",negative,dreck
4502,the most resolutely unreligious parents ,negative,unreligious
4504,"part biography , part entertainment ",positive,entertainment
4507,'s like having an old friend for dinner ' . ,positive,friend
4510,i have a new favorite musical -- ,positive,favorite
4512,of the summer 's most pleasurable movies ,positive,pleasurable
4520,that seagal 's overweight and out of shape ,negative,overweight
4521,ca n't rescue brown sugar from the curse of blandness . ,negative,blandness
4522,in a bid to hold our attention ,negative,bid
4529,detailed story about newcomers in a strange new world ,positive,detailed
4530,"sweet , and intermittently hilarious ",positive,sweet
4531,far more often than the warfare ,positive,more
4538,corny dialogue and preposterous moments ,negative,corny
4545,the rock on a wal-mart budget ,negative,rock
4549,cut their losses -- and ours -- and ,negative,cut
4550,would be terrific to read about ,positive,terrific
4552,", it 's awfully entertaining to watch . ",positive,entertaining
4559,do n't know what she 's doing in here ,negative,don't
4560,romp that 's always fun to watch ,positive,fun
4561,", one would hope for the best ",positive,hope
4563,"a movie , a vampire soap opera that does n't make much ",negative,doesn't
4566,is a genuinely bone-chilling tale ,positive,genuinely
4569,incoherence and sub-sophomoric ,negative,incoherence
4571,would n't make trouble every day any better ,negative,trouble
4572,a grouchy ayatollah in a cold mosque ,negative,grouchy
4573,such a graphic treatment of the crimes ,positive,graphic
4575,"rich , shadowy black-and-white ",positive,rich
4576,a fascinating glimpse of urban life ,positive,fascinating
4577,the film sits with square conviction ,positive,conviction
4580,"have a 90-minute , four-star movie ",positive,four-star
4584,", well-crafted psychological study ",positive,well-crafted
4586,thinking of 51 ways to leave this loser ,negative,loser
4591,sylvie testud is icily brilliant . ,positive,brilliant
4594,"witty , vibrant , and intelligent . ",positive,intelligent
4601,becoming a better person through love ,positive,love
4603,the last kiss is really all about performances . ,positive,performances
4607,that might have made no such thing ,positive,made
4608,gondry 's direction is adequate ,positive,adequate
4609,experimentation and improvisation ,positive,improvisation
4611,the extraordinarily rich landscape ,positive,extraordinarily
4616,a movie that harps on media-constructed ` issues ' ,negative,harps
4631,captures the dry wit that 's so prevalent on the rock ,positive,wit
4644,every joke is repeated at least four times . ,negative,repeated
4645,a serious contender for the title ,positive,contender
4646,"is pure , exciting moviemaking . ",positive,exciting
4651,extends to his supple understanding of the role ,positive,supple
4652,"on the whole , you 're gon na like this movie . ",positive,like
4658,"the characters seem one-dimensional , ",negative,one-dimensional
4659,the timeless spectacle of people ,positive,timeless
4660,does little that is actually funny with the material ,negative,little
4667,"'s a visual delight and a decent popcorn adventure , ",positive,delight
4670,"soulful , scathing and joyous ",positive,joyous
4675,"you 'd have a 90-minute , four-star movie ",positive,four-star
4677,"feels impersonal , almost generic ",negative,impersonal
4678,has a compelling story to tell . ,positive,compelling
4680,", one the public rarely sees . ",positive,rarely
4684,is too long with too little going on . ,negative,long
4685,is n't an ounce of honest poetry in his entire script ,negative,honest
4687,` just letting the mountain tell you what to do ,positive,letting
4692,performed a difficult task indeed ,positive,performed
4701,often very funny collegiate gross-out comedy ,positive,funny
4703,"a question for philosophers , not filmmakers ; ",negative,question
4705,the first lousy guy ritchie imitation ,negative,lousy
4708,to provide an enjoyable 100 minutes in a movie theater ,positive,enjoyable
4710,get a kick out of goofy brits ,positive,kick
4713,a rote exercise in both animation and storytelling ,negative,rote
4714,( and fairly unbelievable ) finale ,negative,unbelievable
4716,something vital about the movie ,positive,vital
4736,a questionable kind of inexcusable dumb innocence ,negative,inexcusable
4740,"quirky , odd movies and/or the ironic ",positive,quirky
4741,it 's one of the worst of the entire franchise . ,negative,worst
4742,this three-hour endurance test ,negative,test
4745,"awfully good , achingly human ",positive,good
4747,like a bunch of talented thesps slumming it ,negative,slumming
4749,of his reserved but existential poignancy ,positive,poignancy
4751,it 's thanks to huston 's revelatory performance . ,positive,revelatory
4756,gaping plot holes sink this ` sub ' ,negative,sink
4759,"is ) the comedy equivalent of saddam hussein , ",negative,saddam
4763,hold onto what 's left of his passe ' chopsocky glory ,negative,passe
4766,weaving a theme throughout this funny film ,positive,funny
4767,a potentially good comic premise ,positive,good
4771,to take us on his sentimental journey of the heart ,positive,sentimental
4774,it is about a domestic unit finding their way to joy ,positive,joy
4775,sent back to the tailor for some major alterations ,negative,major
4778,deserving of its oscar nomination ,positive,deserving
4781,the poor quality of pokemon 4 ,negative,poor
4787,"will keep you watching , as will the fight scenes . ",positive,watching
4789,300 years of russian history and culture ,positive,culture
4792,"sporadic bursts of liveliness , some so-so slapstick ",negative,so-so
4793,will have you talking 'til the end of the year ,positive,talking
4796,the real-life story is genuinely inspirational ,positive,inspirational
4800,too many tried-and-true shenanigans ,negative,shenanigans
4802,a lot like a well-made pb & j sandwich ,positive,well-made
4806,comedies to hit the screen in years ,positive,comedies
4812,appealing about the characters ,positive,appealing
4814,feel like a short stretched out to feature length ,negative,short
4815,a recycled and dumbed-down version ,negative,dumbed-down
4816,energy and wit to entertain all ages ,positive,entertain
4817,she gets to fulfill her dreams ,positive,fulfill
4818,"be as simultaneously funny , offbeat and heartwarming ",positive,heartwarming
4822,tom shadyac 's film kicks off spookily enough ,positive,kicks
4823,"sweet , funny , charming , and ",positive,sweet
4825,how to make us share their enthusiasm ,positive,enthusiasm
4829,"rushed , slapdash , sequel-for-the-sake - ",negative,slapdash
4834,feels the dimming of a certain ambition ,negative,dimming
4849,that stubbornly refused to gel ,negative,stubbornly
4867,"about art , ethics , and the cost of moral compromise ",positive,art
4868,like a fish that 's lived too long ,negative,long
4869,is more accurately chabrolian . ,positive,chabrolian
4875,"smart , solid , kinetically-charged spy flick worthy ",positive,worthy
4881,beautifully sung holiday carol ,positive,beautifully
4886,nothing original in the way of slapstick sequences ,negative,nothing
4895,"the passion , creativity , and fearlessness ",positive,passion
4896,through its otherwise comic narrative ,positive,comic
4899,a great american adventure and ,positive,great
4905,"is well crafted , and well executed ",positive,crafted
4908,that it 's also one of the smartest ,positive,smartest
4911,i wo n't be sitting through this one again ,negative,again
4917,the movie is without intent . ,negative,without
4918,incredibly captivating and insanely funny ,positive,captivating
4919,", the four feathers comes up short ",negative,short
4920,the most entertaining monster movies ,positive,entertaining
4922,keep it from being simpleminded ,positive,simpleminded
4928,donovan ... squanders his main asset ,negative,squanders
4935,"strip it of all its excess debris , ",negative,strip
4938,throw smoochy from the train ! ,negative,throw
4940,becomes compulsively watchable ,positive,watchable
4942,work that lacks both a purpose and a strong pulse ,negative,lacks
4944,evaporates like so much crypt mist in the brain ,negative,evaporates
4946,is all the more remarkable because it ,positive,remarkable
4949,"with such a rah-rah , patriotic tone ",negative,patriotic
4955,takes to describe how bad it is ,negative,bad
4962,snow dogs deserves every single one of them ,positive,deserves
4963,incredibly layered and stylistic film ,positive,incredibly
4969,the execution is pretty weary ,negative,weary
4970,is at once intimate and universal cinema ,positive,universal
4978,its impact is deeply and rightly disturbing ,positive,rightly
4992,go down in the annals of cinema ,positive,annals
5005,is an uneven film for the most part ,negative,uneven
5018,", remote , emotionally distant piece ",negative,distant
5029,'s tv sitcom material at best ,positive,material
5036,ambition but no sense of pride or shame ,negative,shame
5038,a crucial third act miscalculation ,negative,miscalculation
5047,"'s very beavis and butthead , ",positive,beavis
5050,is long on narrative and ( too ) short ,negative,short
5053,remains vividly in memory long ,positive,vividly
5056,a fifty car pileup of cliches ,negative,pileup
5061,highly uneven and inconsistent ,negative,uneven
5065,assaults on america 's knee-jerk moral sanctimony ,negative,assaults
5069,"is one big , dumb action movie . ",negative,dumb
5071,coordinated his own dv poetry ,positive,coordinated
5074,"yes , but also intriguing and honorable , ",positive,intriguing
5076,a modestly surprising movie . ,positive,surprising
5078,the very definition of epic adventure ,positive,epic
5079,jams too many prefabricated story elements ,negative,jams
5082,"a compelling , gut-clutching piece ",positive,compelling
5086,cope with the mysterious and brutal nature of adults ,positive,cope
5089,showtime 's uninspired send-up of tv cop show cliches ,negative,uninspired
5106,has all the values of a straight-to-video movie ,negative,straight-to-video
5116,a dashing and resourceful hero ,positive,hero
5126,"this is a dark , gritty , sometimes funny little gem . ",positive,gem
5127,"sometimes charming , sometimes infuriating ",positive,charming
5128,"eerily suspenseful , deeply absorbing piece ",positive,absorbing
5131,a more sheerly beautiful film ,positive,beautiful
5135,"a movie with a bigger , fatter heart ",positive,heart
5136,had more to do with imagination than market research ,positive,imagination
5140,blade 2 is definitely a cut above the rest . ,positive,definitely
5141,"a brilliant , absurd collection ",positive,brilliant
5147,"fun about this silly , outrageous , ingenious thriller ",positive,fun
5156,too little excitement and zero compelling storyline ,negative,zero
5159,a re-hash of the other seven films ,negative,re-hash
5161,noticeably less energy and imagination ,negative,less
5165,collapses into an inhalant blackout ,negative,blackout
5169,the best advice is : ` scooby ' do n't . ,negative,do
5170,the modern master of the chase sequence ,positive,master
5173,both overplayed and exaggerated ,negative,overplayed
5177,easy to make such a worthless film ,negative,worthless
5181,'s nowhere near as exciting as either . ,negative,exciting
5185,be as bored watching morvern callar ,negative,bored
5186,"crisp framing , edgy camera work , and ",positive,crisp
5192,a rumor of angels should dispel it . ,negative,rumor
5196,"'s the element of condescension , ",negative,condescension
5198,better off staying on the festival circuit ,negative,staying
5202,to mention absolutely refreshed ,positive,refreshed
5204,beaten to a pulp in his dangerous game ,negative,beaten
5205,staggeringly dreadful romance . ,negative,dreadful
5207,into a future they wo n't much care about ,negative,care
5214,final verdict : you 've seen it all before . ,negative,all
5226,not exactly assured in its execution ,negative,not
5230,"nohe has made a decent ` intro ' documentary , but ",positive,decent
5234,a peculiar malaise that renders its tension ,negative,malaise
5235,be delightfully compatible here ,positive,delightfully
5247,is a commanding screen presence ,positive,commanding
5248,something that really matters ,positive,matters
5249,"offers no easy , comfortable resolution ",negative,no
5250,only learning but inventing a remarkable new trick ,positive,remarkable
5252,"hard , endearing , caring , warm . ",positive,endearing
5256,the greatest natural sportsmen of modern times ,positive,greatest
5258,into one of the summer 's most pleasurable movies ,positive,pleasurable
5260,to surrealism and black comedy ,positive,surrealism
5261,the sheer ugliness of everything else ,negative,ugliness
5264,"there are some fairly unsettling scenes , ",negative,unsettling
5266,"fine , old-fashioned-movie movie ",positive,fine
5272,you feel fully embraced by this gentle comedy ,positive,embraced
5276,a reader 's digest condensed version ,negative,condensed
5281,"but seriously , folks , it does n't work . ",negative,doesn't
5284,that should be used to burn every print of the film ,negative,burn
5286,more than a little pretentious ,negative,pretentious
5287,"wilco fans will have a great time , ",positive,great
5291,morrissette has performed a difficult task indeed ,positive,difficult
5295,the worst -- and only -- killer website movie ,negative,worst
5304,all over this `` un-bear-able '' project ,negative,un-bear-able
5308,is never able to pull it back on course . ,negative,never
5309,helps `` being earnest '' overcome its weaknesses ,positive,helps
5310,ransacks its archives for a quick-buck sequel ,negative,ransacks
5313,enjoy the perfectly pitched web of tension ,positive,enjoy
5321,"a particularly slanted , gay s/m fantasy ",negative,slanted
5324,"be labeled ` hip ' , ` innovative ' and ` realistic ' ",positive,innovative
5325,incredible subtlety and acumen ,positive,incredible
5330,that greasy little vidgame pit in the theater lobby ,negative,greasy
5333,the rare sequel that 's better than its predecessor ,positive,better
5335,such blatant and sickening product placement ,negative,sickening
5339,making it par for the course for disney sequels ,negative,negative
5344,ultimately succumbs to cliches and pat storytelling ,negative,cliches
5347,oscar caliber cast does n't live up to material ,negative,doesn't
5350,'s more repetition than creativity throughout the movie ,negative,repetition
5352,an intelligent screenplay and ,positive,intelligent
5355,spiffy bluescreen technique and stylish weaponry ,positive,spiffy
5383,the trashy teen-sleaze equivalent of showgirls . ,negative,trashy
5384,"people are innocent , childlike and inherently funny ",positive,funny
5389,short of a travesty of a transvestite comedy ,negative,travesty
5397,is that it 's far too sentimental ,negative,sentimental
5398,treats the subject with fondness and respect ,positive,fondness
5403,is that it 's a rock-solid little genre picture ,positive,rock-solid
5405,to be both hugely entertaining and uplifting ,positive,entertaining
5407,"has been overexposed , redolent of a thousand cliches , ",negative,overexposed
5411,carrying this wafer-thin movie ,negative,wafer-thin
5413,enhances the excellent performances ,positive,enhances
5415,effective if you stick with it ,positive,effective
5423,talkiness is n't necessarily bad ,positive,bad
5426,", this could be a passable date film . ",positive,passable
5434,"arnold is not , nor will he be , back ",negative,not
5435,the new film is a lame kiddie flick ,negative,lame
5437,like john le carré with a couple of burnt-out cylinders ,negative,burnt-out
5442,barely makes it any less entertaining ,positive,entertaining
5445,his life-altering experiences ,positive,altering
5447,"dumb , credulous , unassuming , subordinate subjects ",negative,dumb
5448,with most intelligent viewers ,positive,intelligent
5453,"unfortunately , outnumber the hits by three-to-one . ",negative,unfortunately
5461,more than sucking you in ... and making you sweat ,positive,sweat
5464,you 've actually spent time living in another community ,positive,living
5465,`` bad '' is the operative word for `` bad company ,negative,bad
5466,"tries to seem sincere , and just ",negative,sincere
5475,"it goes down easy , leaving virtually no aftertaste . ",positive,easy
5478,genteel and unsurprising the execution ,positive,genteel
5479,think of a film more cloyingly ,positive,cloyingly
5484,fails to keep it up and settles into clichés ,negative,fails
5487,had a bad run in the market or a costly divorce ,negative,bad
5489,stuck in an inarticulate screenplay ,negative,stuck
5491,it 's an entertaining and informative documentary . ,positive,entertaining
5496,to find greatness in the hue of its drastic iconography ,positive,greatness
5499,of a typical american horror film ,negative,horror
5502,"raised to a new , self-deprecating level ",positive,self-deprecating
5504,goes on and on to the point of nausea ,negative,nausea
5508,( washington 's ) strong hand ,positive,strong
5510,a collectively stellar performance ,positive,stellar
5513,"buy is an accomplished actress , and ",positive,accomplished
5514,"a long , dull procession of despair , ",negative,despair
5515,"some kid who ca n't act , only echoes of jordan , ",negative,can't
5524,yourself rooting for the monsters in a horror movie ,negative,monsters
5529,the characters are based on stock clichés ,negative,clichés
5534,"it 's a hellish , numbing experience to watch , and ",negative,hellish
5536,carvey 's considerable talents are wasted in it ,negative,wasted
5540,of a depressed fifteen-year-old 's suicidal poetry ,negative,suicidal
5558,", she is merely a charmless witch . ",negative,charmless
5560,you 're not merely watching history ,positive,watching
5563,it was only made for teenage boys and wrestling fans ,negative,only
5568,in addition to being very funny ,positive,funny
5570,of portraying the devastation of this disease ,negative,devastation
5572,spite of clearly evident poverty and hardship ,negative,poverty
5576,of a genuine and singular artist ,positive,genuine
5578,technically sumptuous but also ,positive,sumptuous
5585,'s funniest and most likeable movie in years . ,positive,funniest
5589,have n't laughed that hard in years ,positive,laughed
5604,less a documentary and more propaganda ,negative,propaganda
5608,", solid , kinetically-charged spy flick worthy ",positive,worthy
5610,the character 's gripping humanity ,positive,gripping
5617,for large-scale action and suspense ,positive,suspense
5628,an autopilot hollywood concoction ,negative,concoction
5631,the forced new jersey lowbrow accent uma had ,negative,forced
5634,about in thick clouds of denial ,negative,denial
5636,"the pacing is deadly , the narration helps little and ",negative,deadly
5640,the journey is such a mesmerizing one ,positive,mesmerizing
5642,"inane , humorless and under-inspired . ",negative,inane
5645,"historically significant , and ",positive,significant
5646,gooding offers a desperately ingratiating performance . ,negative,desperately
5656,the milieu is wholly unconvincing ,negative,unconvincing
5658,", any john waters movie has it beat by a country mile . ",negative,beat
5660,neatly constructed thriller . ,positive,neatly
5664,"an athlete , a movie star , and ",positive,athlete
